result
2001,3
13.17,23.27,1.805
13.18,23.29,1.795
13.19,23.31,1.786
13.2,23.32,1.776
13.21,23.34,1.766
13.22,23.36,1.756
13.23,23.38,1.746
13.24,23.39,1.736
13.25,23.41,1.726
13.26,23.43,1.716
13.27,23.45,1.706
13.28,23.46,1.696
13.29,23.48,1.686
13.3,23.5,1.676
13.31,23.51,1.667
13.32,23.53,1.657
13.33,23.55,1.647
13.34,23.56,1.637
13.35,23.58,1.627
13.36,23.6,1.617
13.37,23.61,1.607
13.38,23.63,1.597
13.39,23.64,1.587
13.4,23.66,1.577
13.41,23.67,1.567
13.42,23.69,1.557
13.43,23.71,1.547
13.44,23.72,1.537
13.45,23.74,1.527
13.46,23.75,1.517
13.47,23.77,1.507
13.48,23.78,1.497
13.49,23.8,1.487
13.5,23.81,1.477
13.51,23.83,1.467
13.52,23.84,1.457
13.53,23.86,1.447
13.54,23.87,1.437
13.55,23.88,1.427
13.56,23.9,1.417
13.57,23.91,1.407
13.58,23.93,1.396
13.59,23.94,1.386
13.6,23.95,1.376
13.61,23.97,1.366
13.62,23.98,1.356
13.63,24,1.346
13.64,24.01,1.336
13.65,24.02,1.326
13.66,24.04,1.316
13.67,24.05,1.306
13.68,24.06,1.296
13.69,24.07,1.286
13.7,24.09,1.276
13.71,24.1,1.266
13.72,24.11,1.256
13.73,24.12,1.246
13.74,24.14,1.236
13.75,24.15,1.226
13.76,24.16,1.216
13.77,24.17,1.206
13.78,24.19,1.196
13.79,24.2,1.186
13.8,24.21,1.176
13.81,24.22,1.166
13.82,24.23,1.156
13.83,24.24,1.146
13.84,24.26,1.136
13.85,24.27,1.126
13.86,24.28,1.116
13.87,24.29,1.106
13.88,24.3,1.096
13.89,24.31,1.086
13.9,24.32,1.076
13.91,24.33,1.066
13.92,24.34,1.056
13.93,24.35,1.046
13.94,24.36,1.036
13.95,24.37,1.026
13.96,24.38,1.016
13.97,24.39,1.006
13.98,24.4,0.9957
13.99,24.41,0.9857
14,24.42,0.9757
14.01,24.43,0.9658
14.02,24.44,0.9558
14.03,24.45,0.9458
14.04,24.46,0.9358
14.05,24.47,0.9259
14.06,24.48,0.9159
14.07,24.49,0.9059
14.08,24.5,0.896
14.09,24.51,0.886
14.1,24.52,0.876
14.11,24.53,0.866
14.12,24.53,0.8561
14.13,24.54,0.8461
14.14,24.55,0.8361
14.15,24.56,0.8261
14.16,24.57,0.8161
14.17,24.58,0.8062
14.18,24.58,0.7962
14.19,24.59,0.7862
14.2,24.6,0.7762
14.21,24.61,0.7662
14.22,24.62,0.7562
14.23,24.62,0.7462
14.24,24.63,0.7363
14.25,24.64,0.7263
14.26,24.64,0.7163
14.27,24.65,0.7063
14.28,24.66,0.6963
14.29,24.67,0.6863
14.3,24.67,0.6763
14.31,24.68,0.6663
14.32,24.69,0.6563
14.33,24.69,0.6463
14.34,24.7,0.6363
14.35,24.71,0.6262
14.36,24.71,0.6162
14.37,24.72,0.6062
14.38,24.72,0.5962
14.39,24.73,0.5862
14.4,24.74,0.5762
14.41,24.74,0.5662
14.42,24.75,0.5562
14.43,24.75,0.5462
14.44,24.76,0.5361
14.45,24.76,0.5261
14.46,24.77,0.5161
14.47,24.77,0.5061
14.48,24.78,0.4961
14.49,24.78,0.4861
14.5,24.79,0.476
14.51,24.79,0.466
14.52,24.8,0.456
14.53,24.8,0.446
14.54,24.81,0.436
14.55,24.81,0.426
14.56,24.81,0.416
14.57,24.82,0.4059
14.58,24.82,0.3959
14.59,24.83,0.3859
14.6,24.83,0.3759
14.61,24.83,0.3659
14.62,24.84,0.3559
14.63,24.84,0.3459
14.64,24.84,0.3359
14.65,24.85,0.3259
14.66,24.85,0.3159
14.67,24.85,0.3059
14.68,24.86,0.2959
14.69,24.86,0.2859
14.7,24.86,0.2759
14.71,24.87,0.2659
14.72,24.87,0.2559
14.73,24.87,0.2459
14.74,24.87,0.2359
14.75,24.88,0.2259
14.76,24.88,0.2159
14.77,24.88,0.2059
14.78,24.88,0.1959
14.79,24.88,0.1859
14.8,24.89,0.1759
14.81,24.89,0.1659
14.82,24.89,0.1559
14.83,24.89,0.1459
14.84,24.89,0.1359
14.85,24.89,0.1259
14.86,24.89,0.1159
14.87,24.9,0.1059
14.88,24.9,0.09594
14.89,24.9,0.08595
14.9,24.9,0.07596
14.91,24.9,0.06597
14.92,24.9,0.05598
14.93,24.9,0.04599
14.94,24.9,0.036
14.95,24.9,0.026
14.96,24.9,0.01601
14.97,24.9,0.006019
14.98,24.9,-0.003973
14.99,24.9,-0.01397
15,24.9,-0.02396
15.01,24.9,-0.03185
15.02,24.9,-0.03798
15.03,24.9,-0.04261
15.04,24.9,-0.04598
15.05,24.9,-0.04827
15.06,24.9,-0.04964
15.07,24.9,-0.05024
15.08,24.9,-0.05016
15.09,24.9,-0.04952
15.1,24.9,-0.04838
15.11,24.9,-0.04683
15.12,24.9,-0.04493
15.13,24.89,-0.04273
15.14,24.89,-0.04029
15.15,24.89,-0.03763
15.16,24.89,-0.03482
15.17,24.89,-0.03187
15.18,24.89,-0.02883
15.19,24.89,-0.02572
15.2,24.89,-0.02257
15.21,24.89,-0.01941
15.22,24.89,-0.01626
15.23,24.89,-0.01315
15.24,24.89,-0.01008
15.25,24.89,-0.007085
15.26,24.89,-0.004178
15.27,24.89,-0.001374
15.28,24.89,0.001313
15.29,24.89,0.003868
15.3,24.89,0.006281
15.31,24.89,0.008542
15.32,24.89,0.01064
15.33,24.89,0.01257
15.34,24.89,0.01433
15.35,24.89,0.0159
15.36,24.89,0.01729
15.37,24.89,0.01849
15.38,24.89,0.01951
15.39,24.89,0.02033
15.4,24.89,0.02097
15.41,24.89,0.02141
15.42,24.89,0.02168
15.43,24.89,0.02176
15.44,24.89,0.02166
15.45,24.89,0.0214
15.46,24.89,0.02097
15.47,24.89,0.02038
15.48,24.9,0.01964
15.49,24.9,0.01876
15.5,24.9,0.01775
15.51,24.9,0.01661
15.52,24.9,0.01536
15.53,24.9,0.014
15.54,24.9,0.01255
15.55,24.9,0.01102
15.56,24.9,0.00941
15.57,24.9,0.007742
15.58,24.9,0.006023
15.59,24.9,0.004264
15.6,24.9,0.002475
15.61,24.9,0.0006682
15.62,24.9,-0.001147
15.63,24.9,-0.00296
15.64,24.9,-0.004761
15.65,24.9,-0.006541
15.66,24.9,-0.00829
15.67,24.9,-0.01
15.68,24.9,-0.01166
15.69,24.9,-0.01327
15.7,24.9,-0.01481
15.71,24.9,-0.01629
15.72,24.9,-0.01768
15.73,24.9,-0.019
15.74,24.9,-0.02023
15.75,24.89,-0.02137
15.76,24.89,-0.02242
15.77,24.89,-0.02337
15.78,24.89,-0.02422
15.79,24.89,-0.02496
15.8,24.89,-0.02561
15.81,24.89,-0.02615
15.82,24.89,-0.02658
15.83,24.89,-0.02692
15.84,24.89,-0.02715
15.85,24.89,-0.02728
15.86,24.89,-0.02731
15.87,24.89,-0.02725
15.88,24.89,-0.02709
15.89,24.89,-0.02684
15.9,24.89,-0.02651
15.91,24.89,-0.0261
15.92,24.89,-0.02561
15.93,24.89,-0.02504
15.94,24.89,-0.02441
15.95,24.89,-0.02372
15.96,24.89,-0.02298
15.97,24.89,-0.02218
15.98,24.89,-0.02134
15.99,24.89,-0.02045
16,24.89,-0.01954
16.01,24.89,-0.0186
16.02,24.89,-0.01764
16.03,24.89,-0.01666
16.04,24.89,-0.01567
16.05,24.89,-0.01468
16.06,24.89,-0.0137
16.07,24.89,-0.01272
16.08,24.89,-0.01175
16.09,24.89,-0.0108
16.1,24.89,-0.009868
16.11,24.89,-0.008966
16.12,24.89,-0.008094
16.13,24.89,-0.007258
16.14,24.89,-0.00646
16.15,24.89,-0.005704
16.16,24.89,-0.004992
16.17,24.89,-0.004328
16.18,24.89,-0.003713
16.19,24.89,-0.00315
16.2,24.89,-0.002641
16.21,24.89,-0.002186
16.22,24.89,-0.001786
16.23,24.89,-0.001443
16.24,24.89,-0.001157
16.25,24.89,-0.000927
16.26,24.89,-0.0007534
16.27,24.89,-0.0006354
16.28,24.89,-0.0005721
16.29,24.89,-0.0005624
16.3,24.89,-0.0006049
16.31,24.89,-0.0006977
16.32,24.89,-0.000839
16.33,24.89,-0.001027
16.34,24.89,-0.001259
16.35,24.89,-0.001532
16.36,24.89,-0.001844
16.37,24.89,-0.002192
16.38,24.89,-0.002574
16.39,24.89,-0.002986
16.4,24.89,-0.003424
16.41,24.89,-0.003887
16.42,24.89,-0.00437
16.43,24.89,-0.004871
16.44,24.89,-0.005386
16.45,24.89,-0.005911
16.46,24.89,-0.006445
16.47,24.89,-0.006983
16.48,24.89,-0.007523
16.49,24.89,-0.008061
16.5,24.89,-0.008595
16.51,24.89,-0.009122
16.52,24.89,-0.009639
16.53,24.89,-0.01014
16.54,24.89,-0.01063
16.55,24.89,-0.01111
16.56,24.89,-0.01156
16.57,24.89,-0.01199
16.58,24.88,-0.0124
16.59,24.88,-0.01278
16.6,24.88,-0.01314
16.61,24.88,-0.01347
16.62,24.88,-0.01378
16.63,24.88,-0.01405
16.64,24.88,-0.01429
16.65,24.88,-0.01451
16.66,24.88,-0.01469
16.67,24.88,-0.01484
16.68,24.88,-0.01496
16.69,24.88,-0.01505
16.7,24.88,-0.01511
16.71,24.88,-0.01514
16.72,24.88,-0.01514
16.73,24.88,-0.01512
16.74,24.88,-0.01506
16.75,24.88,-0.01498
16.76,24.88,-0.01488
16.77,24.88,-0.01475
16.78,24.88,-0.01459
16.79,24.88,-0.01442
16.8,24.88,-0.01423
16.81,24.88,-0.01402
16.82,24.88,-0.01379
16.83,24.88,-0.01355
16.84,24.88,-0.0133
16.85,24.88,-0.01303
16.86,24.88,-0.01276
16.87,24.88,-0.01248
16.88,24.88,-0.01219
16.89,24.88,-0.0119
16.9,24.88,-0.0116
16.91,24.88,-0.01131
16.92,24.88,-0.01101
16.93,24.88,-0.01072
16.94,24.88,-0.01044
16.95,24.88,-0.01016
16.96,24.88,-0.009883
16.97,24.88,-0.009617
16.98,24.88,-0.009361
16.99,24.88,-0.009115
17,24.88,-0.008881
17.01,24.88,-0.00866
17.02,24.88,-0.008453
17.03,24.88,-0.008259
17.04,24.88,-0.008081
17.05,24.88,-0.007918
17.06,24.88,-0.007771
17.07,24.88,-0.007641
17.08,24.88,-0.007527
17.09,24.88,-0.00743
17.1,24.88,-0.007349
17.11,24.88,-0.007286
17.12,24.88,-0.007239
17.13,24.88,-0.007209
17.14,24.88,-0.007194
17.15,24.88,-0.007196
17.16,24.88,-0.007213
17.17,24.88,-0.007245
17.18,24.88,-0.007291
17.19,24.88,-0.007351
17.2,24.88,-0.007423
17.21,24.88,-0.007508
17.22,24.88,-0.007604
17.23,24.88,-0.00771
17.24,24.88,-0.007826
17.25,24.88,-0.007951
17.26,24.88,-0.008084
17.27,24.88,-0.008223
17.28,24.88,-0.008368
17.29,24.88,-0.008519
17.3,24.88,-0.008673
17.31,24.88,-0.00883
17.32,24.88,-0.008989
17.33,24.88,-0.009149
17.34,24.88,-0.00931
17.35,24.88,-0.009469
17.36,24.88,-0.009628
17.37,24.88,-0.009784
17.38,24.88,-0.009936
17.39,24.88,-0.01009
17.4,24.88,-0.01023
17.41,24.88,-0.01037
17.42,24.88,-0.0105
17.43,24.88,-0.01063
17.44,24.88,-0.01075
17.45,24.88,-0.01086
17.46,24.88,-0.01096
17.47,24.88,-0.01106
17.48,24.88,-0.01115
17.49,24.88,-0.01123
17.5,24.88,-0.0113
17.51,24.87,-0.01136
17.52,24.87,-0.01141
17.53,24.87,-0.01145
17.54,24.87,-0.01148
17.55,24.87,-0.01151
17.56,24.87,-0.01152
17.57,24.87,-0.01153
17.58,24.87,-0.01153
17.59,24.87,-0.01152
17.6,24.87,-0.0115
17.61,24.87,-0.01147
17.62,24.87,-0.01144
17.63,24.87,-0.0114
17.64,24.87,-0.01135
17.65,24.87,-0.0113
17.66,24.87,-0.01124
17.67,24.87,-0.01118
17.68,24.87,-0.01111
17.69,24.87,-0.01103
17.7,24.87,-0.01096
17.71,24.87,-0.01088
17.72,24.87,-0.0108
17.73,24.87,-0.01071
17.74,24.87,-0.01063
17.75,24.87,-0.01054
17.76,24.87,-0.01045
17.77,24.87,-0.01036
17.78,24.87,-0.01028
17.79,24.87,-0.01019
17.8,24.87,-0.01011
17.81,24.87,-0.01002
17.82,24.87,-0.009942
17.83,24.87,-0.009864
17.84,24.87,-0.009789
17.85,24.87,-0.009716
17.86,24.87,-0.009648
17.87,24.87,-0.009583
17.88,24.87,-0.009523
17.89,24.87,-0.009467
17.9,24.87,-0.009415
17.91,24.87,-0.009368
17.92,24.87,-0.009326
17.93,24.87,-0.009288
17.94,24.87,-0.009256
17.95,24.87,-0.009228
17.96,24.87,-0.009206
17.97,24.87,-0.009188
17.98,24.87,-0.009176
17.99,24.87,-0.009168
18,24.87,-0.009165
18.01,24.87,-0.009167
18.02,24.87,-0.009174
18.03,24.87,-0.009184
18.04,24.87,-0.009199
18.05,24.87,-0.009218
18.06,24.87,-0.009241
18.07,24.87,-0.009267
18.08,24.87,-0.009296
18.09,24.87,-0.009329
18.1,24.87,-0.009364
18.11,24.87,-0.009402
18.12,24.87,-0.009442
18.13,24.87,-0.009484
18.14,24.87,-0.009528
18.15,24.87,-0.009573
18.16,24.87,-0.009619
18.17,24.87,-0.009666
18.18,24.87,-0.009713
18.19,24.87,-0.009761
18.2,24.87,-0.009808
18.21,24.87,-0.009856
18.22,24.87,-0.009903
18.23,24.87,-0.009949
18.24,24.87,-0.009994
18.25,24.87,-0.01004
18.26,24.87,-0.01008
18.27,24.87,-0.01012
18.28,24.87,-0.01016
18.29,24.87,-0.0102
18.3,24.87,-0.01023
18.31,24.87,-0.01026
18.32,24.87,-0.01029
18.33,24.87,-0.01032
18.34,24.87,-0.01035
18.35,24.87,-0.01037
18.36,24.87,-0.01039
18.37,24.87,-0.01041
18.38,24.87,-0.01042
18.39,24.87,-0.01043
18.4,24.87,-0.01044
18.41,24.87,-0.01045
18.42,24.87,-0.01045
18.43,24.87,-0.01045
18.44,24.87,-0.01045
18.45,24.87,-0.01045
18.46,24.87,-0.01044
18.47,24.87,-0.01044
18.48,24.87,-0.01042
18.49,24.87,-0.01041
18.5,24.86,-0.0104
18.51,24.86,-0.01038
18.52,24.86,-0.01036
18.53,24.86,-0.01034
18.54,24.86,-0.01032
18.55,24.86,-0.0103
18.56,24.86,-0.01028
18.57,24.86,-0.01025
18.58,24.86,-0.01023
18.59,24.86,-0.0102
18.6,24.86,-0.01018
18.61,24.86,-0.01015
18.62,24.86,-0.01013
18.63,24.86,-0.0101
18.64,24.86,-0.01007
18.65,24.86,-0.01005
18.66,24.86,-0.01002
18.67,24.86,-0.01
18.68,24.86,-0.009976
18.69,24.86,-0.009953
18.7,24.86,-0.009931
18.71,24.86,-0.00991
18.72,24.86,-0.00989
18.73,24.86,-0.009871
18.74,24.86,-0.009853
18.75,24.86,-0.009837
18.76,24.86,-0.009822
18.77,24.86,-0.009808
18.78,24.86,-0.009796
18.79,24.86,-0.009785
18.8,24.86,-0.009776
18.81,24.86,-0.009768
18.82,24.86,-0.009762
18.83,24.86,-0.009757
18.84,24.86,-0.009754
18.85,24.86,-0.009752
18.86,24.86,-0.009752
18.87,24.86,-0.009753
18.88,24.86,-0.009755
18.89,24.86,-0.009759
18.9,24.86,-0.009763
18.91,24.86,-0.009769
18.92,24.86,-0.009776
18.93,24.86,-0.009784
18.94,24.86,-0.009793
18.95,24.86,-0.009803
18.96,24.86,-0.009814
18.97,24.86,-0.009825
18.98,24.86,-0.009838
18.99,24.86,-0.00985
19,24.86,-0.009863
19.01,24.86,-0.009877
19.02,24.86,-0.009891
19.03,24.86,-0.009905
19.04,24.86,-0.009919
19.05,24.86,-0.009933
19.06,24.86,-0.009947
19.07,24.86,-0.009961
19.08,24.86,-0.009975
19.09,24.86,-0.009989
19.1,24.86,-0.01
19.11,24.86,-0.01001
19.12,24.86,-0.01003
19.13,24.86,-0.01004
19.14,24.86,-0.01005
19.15,24.86,-0.01006
19.16,24.86,-0.01007
19.17,24.86,-0.01008
19.18,24.86,-0.01009
19.19,24.86,-0.0101
19.2,24.86,-0.01011
19.21,24.86,-0.01011
19.22,24.86,-0.01012
19.23,24.86,-0.01012
19.24,24.86,-0.01013
19.25,24.86,-0.01013
19.26,24.86,-0.01013
19.27,24.86,-0.01013
19.28,24.86,-0.01014
19.29,24.86,-0.01014
19.3,24.86,-0.01013
19.31,24.86,-0.01013
19.32,24.86,-0.01013
19.33,24.86,-0.01013
19.34,24.86,-0.01013
19.35,24.86,-0.01012
19.36,24.86,-0.01012
19.37,24.86,-0.01011
19.38,24.86,-0.01011
19.39,24.86,-0.0101
19.4,24.86,-0.01009
19.41,24.86,-0.01009
19.42,24.86,-0.01008
19.43,24.86,-0.01007
19.44,24.86,-0.01007
19.45,24.86,-0.01006
19.46,24.86,-0.01005
19.47,24.86,-0.01004
19.48,24.86,-0.01004
19.49,24.85,-0.01003
19.5,24.85,-0.01002
19.51,24.85,-0.01001
19.52,24.85,-0.01001
19.53,24.85,-0.009998
19.54,24.85,-0.009991
19.55,24.85,-0.009984
19.56,24.85,-0.009978
19.57,24.85,-0.009971
19.58,24.85,-0.009965
19.59,24.85,-0.00996
19.6,24.85,-0.009955
19.61,24.85,-0.00995
19.62,24.85,-0.009946
19.63,24.85,-0.009942
19.64,24.85,-0.009938
19.65,24.85,-0.009935
19.66,24.85,-0.009933
19.67,24.85,-0.009931
19.68,24.85,-0.009929
19.69,24.85,-0.009927
19.7,24.85,-0.009927
19.71,24.85,-0.009926
19.72,24.85,-0.009926
19.73,24.85,-0.009927
19.74,24.85,-0.009927
19.75,24.85,-0.009929
19.76,24.85,-0.00993
19.77,24.85,-0.009932
19.78,24.85,-0.009934
19.79,24.85,-0.009937
19.8,24.85,-0.009939
19.81,24.85,-0.009942
19.82,24.85,-0.009946
19.83,24.85,-0.009949
19.84,24.85,-0.009953
19.85,24.85,-0.009957
19.86,24.85,-0.00996
19.87,24.85,-0.009964
19.88,24.85,-0.009969
19.89,24.85,-0.009973
19.9,24.85,-0.009977
19.91,24.85,-0.009981
19.92,24.85,-0.009985
19.93,24.85,-0.00999
19.94,24.85,-0.009994
19.95,24.85,-0.009998
19.96,24.85,-0.01
19.97,24.85,-0.01001
19.98,24.85,-0.01001
19.99,24.85,-0.01001
20,24.85,-0.01002
